Id,Locality,House or appartment?,Subtype,Price,Type of sale,Number of rooms,Living area,Fully equipped kitchen,Furnished,Open fire,Terrace,Area of terrace,Garden,Area of garden,Land surface,Number of facades,Swimming pool,State of building
10300078,Uccle,APARTMENT,APARTMENT,290000.0,BUY_REGULAR,1.0,80.0,0,None,0,1,4,None,None,None,2,None,GOOD
10278930,Bruxelles,APARTMENT,PENTHOUSE,545000.0,BUY_REGULAR,3.0,145.0,0,None,0,None,None,None,None,None,2,0,GOOD
10281364,Brussels City,APARTMENT,GROUND_FLOOR,294000.0,BUY_REGULAR,2.0,91.0,None,None,0,1,13,1,13,None,4,0,GOOD
10301986,Schaerbeek,APARTMENT,APARTMENT,179000.0,BUY_REGULAR,1.0,80.0,0,None,0,None,None,None,None,None,2,None,
10295486,Schaerbeek,HOUSE,HOUSE,330000.0,BUY_REGULAR,4.0,,0,None,1,1,17,None,None,0,,0,GOOD
10293010,Uccle,HOUSE,VILLA,1975000.0,BUY_REGULAR,7.0,545.0,None,None,0,None,None,None,None,0,4,None,
10287668,Molenbeek-Saint-Jean,HOUSE,HOUSE,320000.0,BUY_REGULAR,4.0,140.0,0,None,0,1,15,None,None,0,2,None,GOOD
10287665,Auderghem,APARTMENT,APARTMENT,319000.0,BUY_REGULAR,3.0,160.0,None,None,0,1,None,None,None,None,,None,TO_RENOVATE
10283499,WOLUWÉ-SAINT-LAMBERT,HOUSE,HOUSE,545000.0,BUY_REGULAR,4.0,230.0,None,None,0,None,None,None,None,0,None,None,None
10285258,Schaerbeek,APARTMENT,APARTMENT,137500.0,BUY_REGULAR,1.0,28.0,0,None,0,1,2,None,None,None,4,None,GOOD
10277202,Neder-over-Heembeek,APARTMENT,DUPLEX,229000.0,BUY_REGULAR,3.0,140.0,0,None,0,None,None,None,None,None,2,0,TO_RENOVATE
10300072,Jette,APARTMENT,APARTMENT,135000.0,BUY_REGULAR,1.0,55.0,None,None,0,1,1,None,None,None,2,None,TO_BE_DONE_UP
10278925,Schaerbeek,APARTMENT,FLAT_STUDIO,175000.0,BUY_REGULAR,0.0,41.0,0,None,0,None,None,None,None,None,2,0,GOOD
10179297,Forest,APARTMENT,APARTMENT,215000.0,BUY_REGULAR,1.0,64.0,0,None,0,1,13,None,None,None,,None,TO_BE_DONE_UP
10298006,Molenbeek-Saint-Jean,APARTMENT,GROUND_FLOOR,249000.0,BUY_REGULAR,2.0,82.0,0,None,0,1,None,1,5,None,2,0,GOOD
10298002,Woluwe-Saint-Pierre,APARTMENT,APARTMENT,270000.0,BUY_REGULAR,2.0,87.0,0,None,0,1,9,None,None,None,2,0,TO_RENOVATE
10295464,Bruxelles,APARTMENT,DUPLEX,318000.0,BUY_REGULAR,2.0,85.0,0,None,0,None,None,None,None,None,2,0,TO_BE_DONE_UP
10247003,Jette,APARTMENT,APARTMENT,275000.0,BUY_REGULAR,2.0,,0,None,0,1,3,None,None,None,None,0,None
10287589,Ixelles,APARTMENT,APARTMENT,325000.0,BUY_REGULAR,2.0,76.0,0,None,0,1,None,None,None,None,,None,GOOD
10283492,Forest,APARTMENT,APARTMENT,275000.0,BUY_REGULAR,2.0,93.0,0,None,0,1,7,None,None,None,,0,AS_NEW
10285234,Uccle,APARTMENT,APARTMENT,330000.0,BUY_REGULAR,3.0,110.0,1,None,0,1,6,None,None,None,,0,GOOD
10277201,Brussels,APARTMENT,DUPLEX,229000.0,BUY_REGULAR,3.0,140.0,0,None,0,None,None,None,None,None,2,0,TO_RENOVATE
10300056,Saint-Josse-ten-Noode,APARTMENT,GROUND_FLOOR,290000.0,BUY_REGULAR,2.0,98.0,None,None,0,None,None,1,30,None,2,0,GOOD
10281363,Jette,APARTMENT,GROUND_FLOOR,294000.0,BUY_REGULAR,2.0,91.0,None,None,0,1,13,1,13,None,4,0,GOOD
10281362,Brussels City,APARTMENT,GROUND_FLOOR,299000.0,BUY_REGULAR,2.0,91.0,None,None,0,1,13,1,48,None,4,0,GOOD
10301985,Schaerbeek,APARTMENT,DUPLEX,179000.0,BUY_REGULAR,1.0,80.0,0,None,0,None,None,None,None,None,2,None,
10297971,Bruxelles,APARTMENT,APARTMENT,185000.0,BUY_REGULAR,1.0,53.0,0,None,0,1,23,None,None,None,,0,GOOD
10295393,Jette,APARTMENT,APARTMENT,269000.0,BUY_REGULAR,2.0,94.0,1,None,0,1,7,None,None,None,2,None,GOOD
10293006,Uccle,HOUSE,VILLA,2975000.0,BUY_REGULAR,7.0,545.0,None,None,0,None,None,None,None,2757,,None,TO_RENOVATE
10197843,Bruxelles,APARTMENT,APARTMENT,28000.0,BUY_REGULAR,2.0,86.0,0,None,0,1,3,None,None,None,2,0,GOOD
10287587,Anderlecht,APARTMENT,APARTMENT,209000.0,BUY_REGULAR,2.0,79.0,0,None,0,None,None,None,None,None,2,0,GOOD
10283489,Watermael-Boitsfort,APARTMENT,DUPLEX,380000.0,BUY_REGULAR,2.0,70.0,0,None,1,None,None,None,None,None,2,0,GOOD
10285212,Schaerbeek,APARTMENT,APARTMENT,370000.0,BUY_REGULAR,2.0,110.0,0,None,0,1,4,None,None,None,2,0,
10277193,Woluwe-Saint-Lambert,APARTMENT,APARTMENT,399000.0,BUY_REGULAR,2.0,100.0,0,None,0,1,7,None,None,None,2,0,GOOD
10300052,Evere,APARTMENT,APARTMENT,140000.0,PUBLIC_SALE,2.0,,0,None,0,1,None,None,None,None,None,None,None
10300032,Anderlecht,HOUSE,HOUSE,299000.0,BUY_REGULAR,3.0,121.0,0,None,0,None,None,1,37,0,3,None,
10281361,Jette,APARTMENT,GROUND_FLOOR,299000.0,BUY_REGULAR,2.0,91.0,None,None,0,1,13,1,48,None,4,0,GOOD
10301984,Brussels City,APARTMENT,APARTMENT,450000.0,BUY_REGULAR,2.0,86.0,0,None,0,1,12,None,None,,,None,
10297878,Ixelles,APARTMENT,APARTMENT,550000.0,BUY_REGULAR,2.0,110.0,1,None,0,None,None,None,None,None,2,0,JUST_RENOVATED
10292955,Uccle,APARTMENT,APARTMENT,298000.0,BUY_REGULAR,2.0,75.0,0,None,0,1,1,None,None,None,2,0,GOOD
10289762,Evere,APARTMENT,APARTMENT,259000.0,BUY_REGULAR,2.0,,0,None,1,1,16,None,None,None,2,0,GOOD
10181837,Schaerbeek,APARTMENT,APARTMENT,169000.0,BUY_REGULAR,2.0,85.0,0,None,0,None,None,1,20,None,2,None,
10283382,Jette,APARTMENT,FLAT_STUDIO,115000.0,BUY_REGULAR,1.0,47.0,0,None,0,1,6,None,None,None,4,None,
10285211,Evere,APARTMENT,APARTMENT,149000.0,BUY_REGULAR,1.0,65.0,None,None,0,None,None,None,None,None,2,None,
10269145,Uccle,APARTMENT,FLAT_STUDIO,174000.0,BUY_REGULAR,0.0,42.0,None,None,0,1,9,1,9,None,2,0,GOOD
10278911,Ixelles,APARTMENT,APARTMENT,365000.0,BUY_REGULAR,2.0,85.0,0,None,0,1,20,None,None,None,2,None,GOOD
10300007,Schaerbeek,HOUSE,APARTMENT_BLOCK,849000.0,BUY_REGULAR,0.0,311.0,0,None,0,None,None,1,72,0,4,None,
10281360,Brussels City,APARTMENT,APARTMENT,289000.0,BUY_REGULAR,2.0,93.0,None,None,0,1,6,None,None,None,4,0,GOOD
10238410,Sint-Joost-ten-Node,APARTMENT,APARTMENT,259000.0,BUY_REGULAR,1.0,56.0,0,None,0,1,2,None,None,None,1,0,AS_NEW
10295385,Etterbeek,APARTMENT,APARTMENT,690000.0,BUY_REGULAR,3.0,145.0,1,None,0,None,None,1,245,None,3,None,AS_NEW
10297877,Etterbeek,HOUSE,MANSION,840000.0,BUY_REGULAR,5.0,290.0,None,None,0,1,None,None,None,0,2,None,TO_RENOVATE
10292952,Forest,APARTMENT,FLAT_STUDIO,135000.0,BUY_REGULAR,0.0,40.0,0,None,0,1,7,None,None,None,2,None,
10289621,Jette,APARTMENT,APARTMENT,235000.0,BUY_REGULAR,1.0,,0,None,0,None,None,None,None,None,3,0,GOOD
10260288,Schaerbeek,HOUSE,HOUSE,449000.0,BUY_REGULAR,5.0,203.0,0,None,0,1,6,1,22,94,2,0,
10159259,Jette,APARTMENT,APARTMENT,235000.0,BUY_REGULAR,2.0,65.0,0,None,0,1,3,None,None,None,2,0,GOOD
10285210,Schaerbeek,APARTMENT,APARTMENT,210000.0,BUY_REGULAR,1.0,95.0,0,None,0,1,12,None,None,None,2,None,
10277132,Anderlecht,HOUSE,MIXED_USE_BUILDING,495000.0,BUY_REGULAR,3.0,231.0,None,None,0,1,19,1,19,131,None,0,None
10278910,Ixelles,APARTMENT,APARTMENT,340000.0,BUY_REGULAR,2.0,77.0,0,None,0,None,None,None,None,None,2,None,GOOD
10299993,Molenbeek-Saint-Jean,APARTMENT,APARTMENT,165000.0,BUY_REGULAR,2.0,75.0,0,None,0,1,19,None,None,None,2,None,
10281359,Jette,APARTMENT,APARTMENT,289000.0,BUY_REGULAR,2.0,93.0,None,None,0,1,6,None,None,None,4,0,GOOD
10301923,Bruxelles,APARTMENT,APARTMENT,179000.0,BUY_REGULAR,1.0,59.0,0,None,0,1,None,None,None,None,None,None,None
10295377,SINT-GILLIS,APARTMENT,APARTMENT,370000.0,BUY_REGULAR,2.0,90.0,0,None,0,1,8,None,None,None,3,None,JUST_RENOVATED
10295376,Uccle,HOUSE,VILLA,720000.0,BUY_REGULAR,5.0,300.0,0,None,1,1,54,1,250,380,3,None,GOOD
10292950,Koekelberg,APARTMENT,FLAT_STUDIO,140000.0,BUY_REGULAR,0.0,32.0,0,None,0,None,None,None,None,None,2,None,
10177393,Bruxelles ville,APARTMENT,APARTMENT,570000.0,BUY_REGULAR,1.0,98.0,1,None,0,1,9,None,None,,,None,AS_NEW
10287507,Schaerbeek,HOUSE,HOUSE,349000.0,BUY_REGULAR,4.0,134.0,0,None,0,None,None,1,25,74,2,None,
10283327,Brussels,APARTMENT,APARTMENT,145000.0,BUY_REGULAR,0.0,39.0,0,None,0,1,7,None,None,None,,0,GOOD
10285209,Evere,HOUSE,HOUSE,295000.0,BUY_REGULAR,3.0,151.0,0,None,0,None,None,None,None,0,3,None,
10277126,Bruxelles,APARTMENT,APARTMENT,430500.0,BUY_REGULAR,2.0,111.0,None,None,0,1,10,None,None,None,4,None,
10259194,Uccle,HOUSE,HOUSE,990000.0,BUY_REGULAR,5.0,325.0,0,None,0,1,20,1,150,410,2,0,TO_BE_DONE_UP
10161502,Molenbeek-Saint-Jean,APARTMENT,PENTHOUSE,219000.0,BUY_REGULAR,1.0,65.0,0,None,0,1,2010,None,None,None,2,0,AS_NEW
10281358,Brussels City,APARTMENT,GROUND_FLOOR,298000.0,BUY_REGULAR,2.0,86.0,None,None,0,1,13,1,39,None,4,0,GOOD
10301830,Bruxelles,HOUSE,HOUSE,280000.0,BUY_REGULAR,3.0,120.0,0,None,0,None,None,1,25,82,2,0,TO_BE_DONE_UP
10297876,Uccle,APARTMENT,APARTMENT,219000.0,BUY_REGULAR,1.0,50.0,None,None,0,None,None,None,None,None,,None,GOOD
10295373,Bruxelles,APARTMENT,APARTMENT,440000.0,BUY_REGULAR,2.0,100.0,0,None,0,1,3,None,None,None,2,None,GOOD
10292943,Ixelles,APARTMENT,APARTMENT,575000.0,PUBLIC_SALE,3.0,,0,None,0,None,None,None,None,None,None,None,None
10289454,Ganshoren,APARTMENT,APARTMENT,169000.0,BUY_REGULAR,1.0,,0,None,0,None,None,None,None,None,2,0,GOOD
10287420,SINT-AGATHA-BERCHEM,APARTMENT,PENTHOUSE,185000.0,BUY_REGULAR,1.0,65.0,0,None,0,1,19,None,None,None,2,None,GOOD
10283246,Etterbeek,APARTMENT,APARTMENT,298000.0,BUY_REGULAR,3.0,110.0,0,None,0,None,None,None,None,None,3,None,TO_RENOVATE
10277097,Forest / Vorst,APARTMENT,APARTMENT,220000.0,BUY_REGULAR,0.0,95.0,0,None,0,None,None,None,None,None,2,0,GOOD
10299992,Ganshoren,APARTMENT,APARTMENT,259000.0,BUY_REGULAR,3.0,95.0,0,None,0,1,3,None,None,None,2,None,
10278877,Molenbeek-Saint-Jean,APARTMENT,APARTMENT,225000.0,BUY_REGULAR,2.0,100.0,0,None,0,1,4,None,None,None,2,None,GOOD
10209805,Brussel,APARTMENT,APARTMENT,529500.0,BUY_REGULAR,2.0,,1,None,0,None,None,None,None,None,4,None,AS_NEW
10301814,Ixelles,APARTMENT,APARTMENT,450000.0,BUY_REGULAR,2.0,92.0,0,None,0,None,None,None,None,,2,None,AS_NEW
10297851,Uccle,APARTMENT,PENTHOUSE,1490000.0,BUY_REGULAR,3.0,290.0,0,None,0,1,82,None,None,None,4,0,JUST_RENOVATED
10295372,Uccle,APARTMENT,APARTMENT,280000.0,BUY_REGULAR,2.0,75.0,1,None,0,1,18,None,None,None,4,None,GOOD
10292929,MOLENBEEK-SAINT-JEAN,APARTMENT,APARTMENT,169000.0,BUY_REGULAR,2.0,101.0,0,None,0,1,14,None,None,None,,0,TO_RENOVATE
10289296,Bruxelles,APARTMENT,APARTMENT,215000.0,BUY_REGULAR,3.0,95.0,0,None,0,1,26,None,None,None,2,0,TO_BE_DONE_UP
10287419,MOLENBEEK-SAINT-JEAN,HOUSE,HOUSE,309000.0,BUY_REGULAR,2.0,137.0,1,None,0,1,3,None,None,76,2,None,GOOD
10285179,Ixelles,APARTMENT,APARTMENT,389000.0,BUY_REGULAR,2.0,110.0,0,None,0,1,None,None,None,None,2,None,
10283219,Saint-Gilles,APARTMENT,GROUND_FLOOR,200000.0,BUY_REGULAR,2.0,140.0,None,None,0,1,29,None,None,None,2,0,TO_RENOVATE
10277085,Watermael-Boitsfort,HOUSE,HOUSE,595000.0,BUY_REGULAR,3.0,160.0,0,None,0,1,None,1,None,136,2,None,GOOD
10299957,GANSHOREN,APARTMENT,APARTMENT,215000.0,BUY_REGULAR,2.0,90.0,0,None,0,1,7,None,None,None,,0,
10281357,Jette,APARTMENT,GROUND_FLOOR,298000.0,BUY_REGULAR,2.0,86.0,None,None,0,1,13,1,39,None,4,0,GOOD
10278767,Woluwe-Saint-Lambert,HOUSE,APARTMENT_BLOCK,1290000.0,BUY_REGULAR,6.0,384.0,0,None,0,1,15,1,60,140,2,0,GOOD
10301751,Ixelles,APARTMENT,APARTMENT,299000.0,BUY_REGULAR,2.0,76.0,0,None,0,None,None,None,None,None,2,None,TO_RENOVATE
10297756,Jette,APARTMENT,APARTMENT,285000.0,BUY_REGULAR,2.0,81.0,None,None,0,1,20,None,None,None,,None,GOOD
10295344,Schaerbeek,APARTMENT,APARTMENT,175000.0,BUY_REGULAR,2.0,90.0,0,None,0,1,8,None,None,None,2,None,GOOD
10292926,Etterbeek,APARTMENT,APARTMENT,450000.0,BUY_REGULAR,4.0,110.0,0,None,0,1,16,None,None,None,2,None,
10289295,Bruxelles,HOUSE,HOUSE,499000.0,BUY_REGULAR,4.0,155.0,1,None,0,1,28,1,75,210,2,0,GOOD
10287418,Ganshoren,APARTMENT,GROUND_FLOOR,219000.0,BUY_REGULAR,2.0,75.0,0,None,0,1,3,None,None,None,3,None,
10285173,Uccle,HOUSE,HOUSE,830000.0,BUY_REGULAR,5.0,280.0,None,None,0,1,None,None,None,200,2,None,GOOD
10283213,Auderghem,APARTMENT,APARTMENT,415000.0,BUY_REGULAR,2.0,97.0,0,None,0,1,None,None,None,,2,None,AS_NEW
10277080,Forest,APARTMENT,APARTMENT,168000.0,BUY_REGULAR,1.0,50.0,0,None,0,None,None,None,None,None,2,0,GOOD
10299926,Ixelles,APARTMENT,DUPLEX,345000.0,BUY_REGULAR,3.0,,None,None,0,1,20,1,None,None,2,None,TO_RENOVATE
10278753,Saint-Josse-ten-Noode,HOUSE,MANSION,1500000.0,BUY_REGULAR,7.0,512.0,0,None,0,1,9,1,127,275,2,0,
10301734,Anderlecht,HOUSE,APARTMENT_BLOCK,465000.0,BUY_REGULAR,6.0,,None,None,0,1,None,None,None,0,2,None,
10297704,Woluwe-Saint-Lambert,APARTMENT,APARTMENT,380000.0,BUY_REGULAR,2.0,132.0,1,None,0,1,4,None,None,None,2,None,GOOD
10295271,Bruxelles,HOUSE,APARTMENT_BLOCK,590000.0,BUY_REGULAR,7.0,290.0,0,None,0,None,None,None,None,0,2,0,GOOD
10278627,Forest,APARTMENT,APARTMENT,299000.0,BUY_REGULAR,2.0,77.0,0,None,0,None,None,None,None,None,2,None,JUST_RENOVATED
10144199,Uccle,HOUSE,HOUSE,485000.0,BUY_REGULAR,4.0,150.0,0,None,0,None,None,None,None,67,2,None,TO_RENOVATE
10287407,Ixelles,APARTMENT,APARTMENT,460000.0,BUY_REGULAR,3.0,145.0,None,None,0,None,None,None,None,None,,None,JUST_RENOVATED
10285172,Uccle,HOUSE,HOUSE,399000.0,BUY_REGULAR,3.0,140.0,1,None,0,1,24,None,None,190,3,None,
10283210,Etterbeek,HOUSE,APARTMENT_BLOCK,560000.0,BUY_REGULAR,6.0,216.0,0,None,0,None,None,1,88,170,2,0,TO_RENOVATE
10277004,Ixelles,HOUSE,APARTMENT_BLOCK,5000000.0,BUY_REGULAR,13.0,976.0,0,None,1,1,None,None,None,368,2,None,
10281356,Brussels City,APARTMENT,APARTMENT,292000.0,BUY_REGULAR,2.0,86.0,None,None,0,1,6,None,None,None,4,0,GOOD
10299911,Woluwe-Saint-Lambert,APARTMENT,APARTMENT,395000.0,BUY_REGULAR,3.0,115.0,1,None,0,1,9,None,None,,,0,GOOD
10278748,WOLUWE-SAINT-LAMBERT,APARTMENT,APARTMENT,245000.0,BUY_REGULAR,1.0,60.0,0,None,0,None,None,None,None,None,,0,GOOD
10301708,Uccle,APARTMENT,PENTHOUSE,335000.0,BUY_REGULAR,3.0,148.0,None,None,0,1,50,None,None,None,,None,TO_BE_DONE_UP
10297700,Schaerbeek,APARTMENT,APARTMENT,210000.0,BUY_REGULAR,1.0,64.0,None,None,0,1,None,None,None,,,None,TO_RENOVATE
10295265,Woluwe-Saint-Lambert,HOUSE,HOUSE,875000.0,BUY_REGULAR,4.0,225.0,None,None,1,None,None,None,None,0,2,0,AS_NEW
10289261,Bruxelles,APARTMENT,APARTMENT,299000.0,BUY_REGULAR,2.0,118.0,1,None,0,1,4,1,160,None,2,0,AS_NEW
10292891,Woluwe-Saint-Pierre,HOUSE,VILLA,3450000.0,BUY_REGULAR,6.0,500.0,1,None,0,1,100,1,1750,2500,4,1,AS_NEW
10287406,Schaerbeek,APARTMENT,APARTMENT,350000.0,BUY_REGULAR,2.0,110.0,None,None,0,1,8,None,None,None,,None,JUST_RENOVATED
10285139,Etterbeek,HOUSE,APARTMENT_BLOCK,1290000.0,BUY_REGULAR,6.0,384.0,0,None,0,1,15,1,60,140,2,0,GOOD
10283197,Anderlecht,APARTMENT,APARTMENT,219000.0,BUY_REGULAR,3.0,94.0,0,None,0,1,6,None,None,None,2,0,
10277003,Ixelles,HOUSE,MANSION,5000000.0,BUY_REGULAR,13.0,976.0,0,None,1,1,None,None,None,368,2,None,
10281355,Jette,APARTMENT,APARTMENT,292000.0,BUY_REGULAR,2.0,86.0,None,None,0,1,6,None,None,None,4,0,GOOD
10299895,Etterbeek,HOUSE,MANSION,1700000.0,BUY_REGULAR,7.0,460.0,1,None,0,1,30,1,30,217,2,0,GOOD
10278742,Woluwe-Saint-Lambert,HOUSE,APARTMENT_BLOCK,990000.0,BUY_REGULAR,4.0,270.0,0,None,0,1,32,None,None,130,2,0,GOOD
10301673,Woluwe-Saint-Pierre,HOUSE,HOUSE,695000.0,BUY_REGULAR,5.0,220.0,0,None,0,1,16,None,None,298,2,0,GOOD
10297651,Jette,APARTMENT,APARTMENT,249000.0,BUY_REGULAR,3.0,90.0,0,None,0,1,2,None,None,None,,None,GOOD
10225821,MOLENBEEK-SAINT-JEAN,APARTMENT,APARTMENT,159000.0,BUY_REGULAR,2.0,85.0,0,None,0,None,None,None,None,None,4,None,GOOD
10289260,Molenbeek-Saint-Jean,APARTMENT,APARTMENT,285000.0,BUY_REGULAR,3.0,142.0,0,None,0,1,10,None,None,None,2,None,AS_NEW
10292885,Uccle,APARTMENT,PENTHOUSE,1490000.0,BUY_REGULAR,3.0,290.0,1,None,0,1,82,None,None,None,4,0,AS_NEW
10287297,Anderlecht,APARTMENT,APARTMENT,90000.0,PUBLIC_SALE,1.0,,None,None,0,None,None,None,None,None,None,None,None
10285125,Auderghem,HOUSE,HOUSE,760000.0,BUY_REGULAR,5.0,275.0,0,None,0,None,None,1,153,257,2,0,GOOD
10283132,Auderghem,APARTMENT,APARTMENT,324000.0,BUY_REGULAR,1.0,66.0,1,None,0,1,10,None,None,None,,0,AS_NEW
10276997,Evere,APARTMENT,APARTMENT,289000.0,BUY_REGULAR,1.0,69.0,0,None,0,1,18,None,None,None,,0,JUST_RENOVATED
10281354,Brussels City,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,None,None,0,None,None,None,None,None,None,None,None
10299893,Woluwe-Saint-Lambert,APARTMENT,DUPLEX,650000.0,BUY_REGULAR,5.0,200.0,1,None,0,1,5,1,45,None,2,0,TO_RENOVATE
10278740,Etterbeek,HOUSE,APARTMENT_BLOCK,990000.0,BUY_REGULAR,4.0,270.0,0,None,0,1,32,None,None,130,2,0,GOOD
10301645,Jette,APARTMENT,APARTMENT,255000.0,BUY_REGULAR,2.0,66.0,1,None,0,None,None,None,None,None,2,0,AS_NEW
